XMID,DBA,Status,Sales Rep,Portfolio,Date Added,Date Approved,Date Assigned,Date Created,Date Submitted,Date Closed,VIPStatus
,M & D WIRELESS REPAIRS,Pending,Katie Greenman,Katie Greenman,6/27/2022 12:00:09 PM,,,6/27/2022 12:00:09 PM,6/27/2022 1:15:06 PM,,
554402050039320,Cheworganics,Approved,Derek Sheaffer,Derek Sheaffer,6/27/2022 11:48:41 AM,6/30/2022 3:50:55 PM,,6/27/2022 11:48:41 AM,6/27/2022 1:22:06 PM,,
,Coastal Neurosurgery PA,Draft,Marc Walker,"TransGate Solutions, LLC",6/27/2022 11:44:44 AM,,,6/27/2022 11:44:44 AM,,,
8739297330300345,O2 Nails & Spa,Approved,Hikyuu Inc,Hikyuu Inc(Leila),6/27/2022 11:39:55 AM,6/27/2022 12:34:01 PM,,6/27/2022 11:39:55 AM,6/27/2022 11:39:55 AM,,
,JEN'S FISH MARKET,Under Review,David  Miller,David Miller,6/27/2022 11:37:29 AM,,,6/27/2022 11:37:29 AM,6/27/2022 11:42:22 AM,,
8739294300300132,H & H Cardworld and Collectables,Approved,Gracyn  Young,Gracyn Young,6/27/2022 11:36:40 AM,6/28/2022 9:50:26 AM,,6/27/2022 11:36:40 AM,6/27/2022 12:40:45 PM,,
8739299330302158,FISH OUTTA WATER POOL SERVICE,Approved,Richard  Drew,Richard Drew,6/27/2022 11:25:18 AM,6/29/2022 12:52:40 PM,,6/27/2022 11:25:18 AM,6/27/2022 1:18:03 PM,,
,8883087813UnrealShape.com,Pending,Josh Russell ,PC Commerce,6/27/2022 11:22:57 AM,,,6/27/2022 11:22:57 AM,6/27/2022 11:25:43 AM,,
8739299330302133,FAT'S BURRITOS,Approved,Grayson Brower,Grayson Brower,6/27/2022 11:18:55 AM,6/27/2022 2:50:54 PM,,6/27/2022 11:18:55 AM,6/27/2022 11:33:59 AM,,
,8882792308MealInsanity.com,Pending,Josh Russell ,PC Commerce,6/27/2022 11:15:11 AM,,,6/27/2022 11:15:11 AM,6/27/2022 11:18:39 AM,,
554402000691600,Noble Liquors,Approved,Yash Patel,Yash Patel,6/27/2022 11:09:36 AM,6/27/2022 12:20:58 PM,,6/27/2022 11:09:37 AM,6/27/2022 11:34:20 AM,,
554402009789306,Smoke Depot Greece Inc.,Approved,Reseller Maher,Reseller Maher,6/27/2022 11:06:21 AM,6/29/2022 1:32:38 PM,,6/27/2022 11:06:21 AM,6/27/2022 11:06:21 AM,,
554402000691717,Harvard's,Approved,Yash Patel,Yash Patel,6/27/2022 11:05:27 AM,6/27/2022 5:45:09 PM,,6/27/2022 11:05:27 AM,6/27/2022 11:32:29 AM,,
554402000691642,Connoisseur Spirits and Wine,Approved,Yash Patel,Yash Patel,6/27/2022 11:02:27 AM,6/27/2022 2:23:38 PM,,6/27/2022 11:02:27 AM,6/27/2022 11:54:50 AM,,
554402000691618,Connoisseur Easley,Approved,Yash Patel,Yash Patel,6/27/2022 10:57:34 AM,6/27/2022 1:35:30 PM,,6/27/2022 10:57:34 AM,6/27/2022 11:53:31 AM,,
554402050039171,SUNSHINE LAUNDRY,Approved,Ricky Hoffman,Ricky Hoffman - Carbon TM,6/27/2022 10:56:07 AM,6/29/2022 9:07:23 AM,,6/27/2022 10:56:07 AM,6/27/2022 11:21:29 AM,,
8739299330302134,JD & SONS COLLISION CENTER,Approved,Andrea DelosSantos,Andrea DelosSantos,6/27/2022 10:52:25 AM,6/27/2022 4:07:16 PM,,6/27/2022 10:52:25 AM,6/27/2022 11:18:36 AM,,
554402000691626,LUKOIL,Approved,John Blondet,John Blondet,6/27/2022 10:38:50 AM,6/27/2022 1:46:57 PM,,6/27/2022 10:38:50 AM,6/27/2022 10:43:21 AM,,
554402050039056,HANK'S DIESEL & AUTO REPAIR,Approved,Tammy Wilson,Tammy Wilson,6/27/2022 10:21:10 AM,6/28/2022 11:29:11 AM,,6/27/2022 10:21:10 AM,6/27/2022 4:19:10 PM,,
8739295325300288,FLY ZONE FISHING,Approved,Gary Matherne,PPSGC Future POS,6/27/2022 10:03:13 AM,6/28/2022 1:11:18 PM,,6/27/2022 10:03:13 AM,6/27/2022 11:54:28 AM,,
56310000007756,Mansfield Village Bar and Grill,Approved,Joe McKee,Priority Payments Midwest,6/27/2022 9:36:28 AM,7/1/2022 1:04:21 PM,,6/27/2022 9:36:28 AM,6/30/2022 3:07:16 PM,,
8739292500304458,ROMEO AND JULIETTS CAFFE - NZ0,Approved,Jack Zahra,PPL Miami Net Zero,6/27/2022 9:31:34 AM,6/27/2022 3:57:05 PM,,6/27/2022 9:31:34 AM,6/27/2022 10:24:09 AM,,
8739294150301381,Holistic Wellness,Approved,Wendy Chen,Wenjing Chen(Universal General),6/27/2022 9:26:23 AM,6/27/2022 11:15:54 AM,,6/27/2022 9:26:23 AM,6/27/2022 9:26:23 AM,,
,Damascus Grill Castle Rock,Pending,Laura Barnes,"Payfurther, LLC",6/27/2022 9:18:14 AM,,,6/27/2022 9:18:14 AM,6/28/2022 1:06:58 PM,,
,8885273680URFitnessBot.com,Pending,Josh Russell ,PC Commerce,6/27/2022 8:16:29 AM,,,6/27/2022 8:16:29 AM,6/27/2022 8:18:33 AM,,
,8885191943URFoodBot.com,Pending,Josh Russell ,PC Commerce,6/27/2022 8:08:18 AM,,,6/27/2022 8:08:18 AM,6/27/2022 8:11:10 AM,,
,WOW Investments LLC,Draft,Unitec DRB New,PPS_WASH_DRB,6/26/2022 10:07:25 PM,,,6/26/2022 10:07:25 PM,6/26/2022 10:07:25 PM,,
8739294275300036,Gardens Neurology Billing and Claims,Approved,Scott Espenship,Priority Payments Florida East Coast,6/26/2022 9:11:04 AM,6/27/2022 3:34:01 PM,,6/26/2022 9:11:04 AM,6/26/2022 9:20:14 AM,,
554402000691634,ONE STOP LASER & SPA,Approved,Felipe Synalovski,Felipe Synalovski,6/25/2022 2:37:50 PM,6/27/2022 2:19:48 PM,,6/25/2022 2:37:50 PM,6/25/2022 2:51:27 PM,,
,Los 3 Amigos,Draft,Mark Cornelius,Mark A Cornelius,6/25/2022 1:00:49 PM,,,6/25/2022 1:00:49 PM,,,
56310000007728,THREE BROTHERS RESTAURANT & PIZZERIA,Approved,Frank Peralta,Union Square Payments,6/25/2022 11:27:56 AM,6/29/2022 4:09:36 PM,,6/25/2022 11:27:56 AM,6/27/2022 11:00:43 AM,,
8739297925303949,"GM Taylorsville High School (#4127), FL",Conditionally Approved,Rachel Faust,Eldder - GM,6/24/2022 11:00:04 PM,6/24/2022 11:00:10 PM,,6/24/2022 11:00:04 PM,6/24/2022 11:00:04 PM,,
554402009789264,Xiang Hotpot - Brooklyn,Closed,Mingxi Chen,Mingxi Chen (Rex Sun),6/24/2022 7:15:43 PM,6/27/2022 6:43:37 PM,,6/24/2022 7:15:43 PM,6/24/2022 7:15:43 PM,6/28/2022 11:46:10 PM,
,Julie Wellness Spa,Declined,Yao Wu,Yao Wu(Penghui Wei),6/24/2022 7:08:26 PM,,,6/24/2022 7:08:26 PM,6/24/2022 7:08:26 PM,6/27/2022 10:45:57 AM,
554402009789231,Waka House,Approved,Lucy Dong,Universal General,6/24/2022 6:39:36 PM,6/27/2022 9:36:42 AM,,6/24/2022 6:39:36 PM,6/24/2022 6:39:36 PM,,
,Gintechs,Declined,Fletcher Smith,"HRSS - Trinity Payment Solutions, LP.",6/24/2022 6:33:16 PM,,,6/24/2022 6:33:16 PM,6/24/2022 6:37:09 PM,6/30/2022 11:22:19 AM,
554402009789249,China 1 Restaurant,Approved,Lucy Dong,Universal General,6/24/2022 6:16:54 PM,6/27/2022 10:32:17 AM,,6/24/2022 6:16:54 PM,6/24/2022 6:16:54 PM,,
,Tatsprotech,Declined,Fletcher Smith,"HRSS - Trinity Payment Solutions, LP.",6/24/2022 6:09:30 PM,,,6/24/2022 6:09:30 PM,6/24/2022 6:26:21 PM,6/30/2022 11:23:26 AM,
,Asian Spa Massage in Janesville,Declined,Daniel Chen,Daniel Chen(Wenli Xiong),6/24/2022 6:07:21 PM,,,6/24/2022 6:07:21 PM,6/24/2022 6:07:21 PM,6/27/2022 9:57:32 AM,
56310000007703,Frescos Raspados & Ice Cream LLC,Approved,Rocky Mansour,RNK Holdings Group LLC,6/24/2022 6:03:16 PM,6/27/2022 12:22:17 PM,,6/24/2022 6:03:16 PM,6/24/2022 6:03:16 PM,,
554402002658979,KACIES BEACH RENTALS,Approved,Lager Mathis,Lager/Mathis (AMS),6/24/2022 5:55:38 PM,6/30/2022 3:05:15 PM,,6/24/2022 5:55:38 PM,6/24/2022 6:09:31 PM,,
,Bud Verde CBD,Pending,Hovak Vartevanian,CBD - PAYMENTCLOUD,6/24/2022 5:51:18 PM,,,6/24/2022 5:51:18 PM,6/27/2022 11:23:30 AM,,
554402000691915,S&R SMOKE SHOP,Approved,Mo Shamout,"POS 360, INC.",6/24/2022 5:45:14 PM,6/29/2022 11:38:52 AM,,6/24/2022 5:45:14 PM,6/24/2022 5:55:45 PM,,
554402050039304,DAVID E MARTIN MD PC,Approved,Team Stone,Team Stone,6/24/2022 5:15:10 PM,6/30/2022 9:23:11 AM,,6/24/2022 5:15:10 PM,6/24/2022 5:15:14 PM,,
8739297330300344,Bliss Massage Studio,Approved,Emily Hu,Emily Hu,6/24/2022 5:09:35 PM,6/27/2022 2:17:34 AM,,6/24/2022 5:09:35 PM,6/24/2022 5:09:35 PM,,
554402050038942,DAVID E MARTIN MD PC,Approved,Team Stone,Team Stone,6/24/2022 5:05:04 PM,6/27/2022 12:01:53 PM,,6/24/2022 5:05:04 PM,6/24/2022 5:05:24 PM,,
554402000691824,Underdog Nutrition,Approved,Carson  Cook,Go Free Pay LLC,6/24/2022 5:03:30 PM,6/28/2022 4:04:06 PM,,6/24/2022 5:03:30 PM,6/27/2022 4:07:10 PM,,
554402050039080,DAVID E MARTIN MD PC,Approved,Team Stone,Team Stone,6/24/2022 4:56:50 PM,6/28/2022 1:14:57 PM,,6/24/2022 4:56:50 PM,6/24/2022 4:57:23 PM,,
,Marble Canna Co,Pending,Cheryl Kopstein,CBD - PAYMENTCLOUD,6/24/2022 4:55:18 PM,,,6/24/2022 4:55:19 PM,6/24/2022 6:01:50 PM,,
554402000691535,Plug Smoke Shop Corporation,Approved,Reseller Maher,Reseller Maher(Hani),6/24/2022 4:45:55 PM,6/27/2022 5:12:20 AM,,6/24/2022 4:45:55 PM,6/24/2022 4:45:55 PM,,
554402000691592,Skokie Foot and Ankle Specialists,Approved,Trace Wendell,"Dharma Payment, LLC",6/24/2022 4:41:25 PM,6/27/2022 11:20:04 AM,,6/24/2022 4:41:25 PM,6/24/2022 4:51:01 PM,,
8739295300300094,S.O.D. Guns LLC,Approved,Erik Verryden,NPS House,6/24/2022 4:32:49 PM,6/28/2022 10:39:14 AM,,6/24/2022 4:32:49 PM,6/27/2022 5:11:11 PM,,
,Mission Cleaners,Pending,Roxie Gonzalez,Roxie Gonzalez,6/24/2022 4:32:06 PM,,,6/24/2022 4:32:06 PM,6/24/2022 4:43:37 PM,,
,American Psychiatric Association,Draft,Julie Duncan,Juile Duncan,6/24/2022 4:25:48 PM,,,6/24/2022 4:25:48 PM,,,
8739296850302556,EFREN'S SLO MEXICAN RESTAURANT,Approved,Nathan Badran,Universal Retail Systems,6/24/2022 4:14:58 PM,6/30/2022 5:55:58 AM,,6/24/2022 4:14:58 PM,6/29/2022 6:37:07 PM,,
8739296830300191,Wills Hayes Associates LLC,Approved,Dennis Buxbaum,Priority Recovery Solutions,6/24/2022 4:09:27 PM,6/30/2022 9:49:33 AM,,6/24/2022 4:09:27 PM,6/27/2022 5:13:47 PM,,
8739297085300495,405 Motorsports Elite,Approved,Tyler Johnson,Tyler Johnson,6/24/2022 4:06:25 PM,6/27/2022 7:20:17 PM,,6/24/2022 4:06:25 PM,6/24/2022 5:48:35 PM,,
8739297045300767,GW LongCty-Garbage,Approved,Kelly Martin,Government Payment Technology,6/24/2022 3:49:32 PM,6/27/2022 3:16:48 PM,,6/24/2022 3:49:32 PM,6/24/2022 4:50:10 PM,,
554402050038975,A TO Z SMALL ENGINE REPAIR,Approved,Heriberto Torres,Heriberto Torres,6/24/2022 3:45:52 PM,6/27/2022 2:33:18 PM,,6/24/2022 3:45:52 PM,6/27/2022 10:03:17 AM,,
8739297045300769,GW LongCty-Utilities,Approved,Kelly Martin,Government Payment Technology,6/24/2022 3:44:35 PM,6/27/2022 3:30:42 PM,,6/24/2022 3:44:35 PM,6/24/2022 4:51:04 PM,,
8739297045300768,GW LongCty-Licenses,Approved,Kelly Martin,Government Payment Technology,6/24/2022 3:44:11 PM,6/27/2022 3:26:12 PM,,6/24/2022 3:44:11 PM,6/24/2022 4:50:32 PM,,
554402050038983,ANDY'S PRODUCE TOO,Approved,Dave Swaycus,Dave Swaycus,6/24/2022 3:32:44 PM,6/27/2022 4:18:41 PM,,6/24/2022 3:32:44 PM,6/27/2022 10:30:04 AM,,
,Hair'z 2 U,Pending,Josh Dempsey,Enhanced Payment Systems LLC,6/24/2022 3:31:56 PM,,,6/24/2022 3:31:56 PM,6/24/2022 3:32:34 PM,,
8739292500304461,SMITH TREE SPECIALISTS - NZ0,Approved,Anthony Bilotti,Anthony Bilotti American 6.19 NZ0,6/24/2022 3:30:09 PM,6/29/2022 3:46:27 PM,,6/24/2022 3:30:09 PM,6/28/2022 4:43:52 PM,,
56310000007699,EL PATRON AUTO SERVICE,Approved,Lisa Filichia,Lisa Filichia,6/24/2022 3:28:50 PM,6/27/2022 2:36:53 AM,,6/24/2022 3:28:50 PM,6/24/2022 3:48:26 PM,,
,EFREN'S SANTA MARIA MEXICAN RESTAURANT,Draft,Kieffer Badran,Universal Retail Systems,6/24/2022 3:14:44 PM,,,6/24/2022 3:14:44 PM,,,
8739294150301380,HK Body Wok,Approved,Mingxi Chen,Mingxi Chen (Rex Sun),6/24/2022 3:05:18 PM,6/27/2022 3:24:35 AM,,6/24/2022 3:05:18 PM,6/24/2022 3:05:18 PM,,
554402008939555,Lunsford's Flower & Gift Shop,Approved,Dan Drake,SFGNEW 1099Watson,6/24/2022 2:46:05 PM,6/24/2022 5:39:35 PM,,6/24/2022 2:46:05 PM,6/24/2022 2:56:52 PM,,
554402050038967,CITY OF SCURRY,Approved,Ray Ingram,Ray Ingram,6/24/2022 2:39:10 PM,6/27/2022 1:35:23 PM,,6/24/2022 2:39:10 PM,6/24/2022 3:04:32 PM,,
,Viking Outdoor,Draft,Sierra Kedzierski,Sierra Kedzierski,6/24/2022 2:26:58 PM,,,6/24/2022 2:26:58 PM,,,
554402050039155,KINGDOM CHRISTIAN BOOK STORE & GIFTS,Approved,Enrique Jimenez,Enrique Jimenez,6/24/2022 2:18:52 PM,6/29/2022 2:03:11 AM,,6/24/2022 2:18:52 PM,6/24/2022 3:01:11 PM,,
,Houseplant Haven,Pending,Jennifer Langston,Banc Card of America,6/24/2022 1:54:10 PM,,,6/24/2022 1:54:10 PM,6/27/2022 9:57:33 AM,,
8739298245300106,Islita Restaurant & Sports Bar,Approved,Patrick McCawley,Patrick McCawley,6/24/2022 1:52:15 PM,6/27/2022 10:23:36 AM,,6/24/2022 1:52:15 PM,6/24/2022 1:58:08 PM,,
,ANNA'S NAILS,Pending,Nga Duong,Nga Duong,6/24/2022 1:47:57 PM,,,6/24/2022 1:47:57 PM,6/24/2022 2:28:30 PM,,
8739295575300178,Senior Helpers Whittier CA,Approved,Timothy Healey,House - Payright,6/24/2022 1:32:13 PM,6/30/2022 9:48:12 AM,,6/24/2022 1:32:13 PM,6/24/2022 1:32:13 PM,,
8739297025300131,Adams Street Grocery & Deli,Approved,David Olivier,Twin Processing,6/24/2022 1:15:01 PM,6/24/2022 5:57:26 PM,,6/24/2022 1:15:01 PM,6/24/2022 2:44:24 PM,,
554402008939563,Beads and Things,Approved,Dan Drake,SFGNEW 1099Watson,6/24/2022 1:09:49 PM,6/27/2022 9:10:41 AM,,6/24/2022 1:09:49 PM,6/24/2022 1:53:44 PM,,
,WEBB CITY FLORIST E-COMM,Pending,CHRISTINA  CARRIER ,CHRISTINA CARRIER,6/24/2022 1:08:34 PM,,,6/24/2022 1:08:34 PM,6/27/2022 12:04:18 PM,,
554402000691519,PANORAMA LIQUOR,Approved,Mo Shamout,"POS 360, INC.",6/24/2022 1:07:17 PM,6/24/2022 5:39:19 PM,,6/24/2022 1:07:17 PM,6/24/2022 1:17:41 PM,,
8739298450300887,Scoops,Approved,Julian Lopez,Julian Lopez,6/24/2022 1:06:55 PM,6/27/2022 2:22:43 PM,,6/24/2022 1:06:55 PM,6/24/2022 1:25:51 PM,,
56310000007706,WEBB CITY FLORIST,Approved,CHRISTINA  CARRIER ,CHRISTINA CARRIER,6/24/2022 1:02:03 PM,6/27/2022 3:39:03 PM,,6/24/2022 1:02:03 PM,6/27/2022 11:44:37 AM,,
8739299330302132,LASER IMAGING INC,Approved,Andrea DelosSantos,Andrea DelosSantos,6/24/2022 12:57:31 PM,6/27/2022 1:10:58 PM,,6/24/2022 12:57:31 PM,6/24/2022 2:48:56 PM,,
554402000692343,"MALAKAN AND SON, INC",Approved,Ali Tousi,Ali Tousi,6/24/2022 12:46:56 PM,7/1/2022 3:48:47 PM,,6/24/2022 12:46:56 PM,6/30/2022 5:13:19 PM,,
8739299330302130,THE BARRACKS CIGAR LOUNGE,Approved,Dan Wagner,Dan Wagner,6/24/2022 12:41:29 PM,6/24/2022 4:56:52 PM,,6/24/2022 12:41:29 PM,6/24/2022 12:53:40 PM,,
554402050039072,EXPRESS EATS,Approved,Braeden Fustos,Braeden Fustos,6/24/2022 12:40:01 PM,6/28/2022 1:11:51 PM,,6/24/2022 12:40:02 PM,6/24/2022 2:00:48 PM,,
56310000007702,AZHARI HALAL SHOP,Approved,Alex Shea,Alex Shea,6/24/2022 12:32:41 PM,6/27/2022 9:51:36 AM,,6/24/2022 12:32:41 PM,6/24/2022 1:41:08 PM,,
56310000007704,LINDA'S LIQUOR STORE,Approved,James Seale,James Seale,6/24/2022 12:21:46 PM,6/27/2022 1:13:26 PM,,6/24/2022 12:21:46 PM,6/24/2022 1:33:02 PM,,
554402000691469,Panda Market,Approved,Hikyuu Inc,Hikyuu Inc(Leila),6/24/2022 12:21:03 PM,6/24/2022 4:29:23 PM,,6/24/2022 12:21:03 PM,6/24/2022 12:21:03 PM,,
8739294150301379,Massage Orient Spa,Approved,Vicky Chen,Xiuying Chen Affiliate( Penghui Wei),6/24/2022 12:13:43 PM,6/24/2022 4:12:33 PM,,6/24/2022 12:13:43 PM,6/24/2022 12:13:43 PM,,
,Islita Restaurant & Sports Bar,Pending,Patrick McCawley,Patrick McCawley,6/24/2022 12:10:53 PM,,,6/24/2022 12:10:53 PM,6/24/2022 12:20:00 PM,,
554402000691477,45 Barber Shop,Approved,Tonya Futrell,Enhanced Payment Systems LLC,6/24/2022 12:09:10 PM,6/24/2022 4:52:12 PM,,6/24/2022 12:09:10 PM,6/24/2022 12:29:55 PM,,
,ZAID GOURMET COPR,Under Review, Abubakar Rafique ,EZ Payment Systems,6/24/2022 12:08:44 PM,,,6/24/2022 12:08:44 PM,6/28/2022 10:27:06 AM,,
554402050038900,JMF SERVICES &  TIRES,Approved,Patrick Fitzgerald ,Patrick Fitzgerald,6/24/2022 12:05:16 PM,6/24/2022 6:12:33 PM,,6/24/2022 12:05:16 PM,6/24/2022 1:16:14 PM,,
,KANSAP TRANSPORTATION,Pending,Erick Parra,Erick De La Parra,6/24/2022 12:02:16 PM,,,6/24/2022 12:02:16 PM,6/24/2022 1:59:34 PM,,
,WILLSBOROUGH HARDWARE,Cancelled,Michel French ,Michel French,6/24/2022 11:57:47 AM,,,6/24/2022 11:57:47 AM,6/24/2022 12:34:50 PM,,
,Pour Bear Coffee,Pending,Brandon Kucia,Priority Payments South Florida,6/24/2022 11:57:10 AM,,,6/24/2022 11:57:10 AM,6/24/2022 11:57:10 AM,,
8739292500304457,HUDSON HONDA - SERVICE AND PARTS - NZ0,Approved,Angelo Mendola,Net Zero (MAIN),6/24/2022 11:49:38 AM,6/27/2022 12:11:02 PM,,6/24/2022 11:49:38 AM,6/24/2022 2:03:19 PM,,
8739292500304456,ROUTE 22 NISSAN - SERVICE AND PARTS - NZ0,Approved,Angelo Mendola,Net Zero (MAIN),6/24/2022 11:49:16 AM,6/27/2022 12:00:21 PM,,6/24/2022 11:49:16 AM,6/24/2022 2:01:11 PM,,
8739292500304455,ROUTE 22 TOYOTA - SERVICE AND PARTS - NZ0,Approved,Angelo Mendola,Net Zero (MAIN),6/24/2022 11:48:52 AM,6/27/2022 11:50:18 AM,,6/24/2022 11:48:52 AM,6/24/2022 1:59:36 PM,,
8739292500304454,ROUTE 22 HONDA - SERVICE AND PARTS - NZ0,Approved,Angelo Mendola,Net Zero (MAIN),6/24/2022 11:48:19 AM,6/27/2022 11:40:04 AM,,6/24/2022 11:48:19 AM,6/24/2022 1:57:10 PM,,
554402050038892,COMAL TAXIDERMY STUDIO,Approved,Katie Greenman,Katie Greenman,6/24/2022 11:45:52 AM,6/24/2022 6:09:19 PM,,6/24/2022 11:45:52 AM,6/24/2022 1:13:28 PM,,
554402050038884,JMF SERVICES &  GUNS,Approved,Patrick Fitzgerald ,Patrick Fitzgerald,6/24/2022 11:42:10 AM,6/24/2022 5:53:46 PM,,6/24/2022 11:42:10 AM,6/24/2022 12:49:51 PM,,
56310000007696,BOOGIE KNIGHTS,Approved,Allen Weldon,Allen Weldon2,6/24/2022 11:17:18 AM,6/24/2022 3:51:26 PM,,6/24/2022 11:17:18 AM,6/24/2022 12:21:12 PM,,
,Pain Management Of SWVA,Draft,Mark Bouchard,Priority Payments Northeast,6/24/2022 11:17:01 AM,,,6/24/2022 11:17:01 AM,,,
56310000007701,LOS CORONAS MEXICAN RESTAURANT,Approved,Irasema Gutierrez,Irasema Gutierrez,6/24/2022 11:00:04 AM,6/27/2022 9:15:01 AM,,6/24/2022 11:00:04 AM,6/24/2022 12:15:54 PM,,
8739298450300886,Lake Superior Brewing Co,Approved,Jill Anderson,Jill Anderson,6/24/2022 10:53:45 AM,6/27/2022 12:29:38 PM,,6/24/2022 10:53:45 AM,6/24/2022 2:23:05 PM,,
,TAQUERIA DURANGO #2,Pending,Charles Solomon,Charles Solomon,6/24/2022 10:52:53 AM,,,6/24/2022 10:52:53 AM,6/24/2022 11:19:54 AM,,
56310000007697,CHUBBY'S PACKING COMPANY,Approved,James Seale,James Seale,6/24/2022 10:41:25 AM,6/24/2022 3:57:41 PM,,6/24/2022 10:41:25 AM,6/24/2022 12:07:07 PM,,
,TAQUERIA DURANGO,Pending,Charles Solomon,Charles Solomon,6/24/2022 10:40:18 AM,,,6/24/2022 10:40:18 AM,6/24/2022 10:48:10 AM,,
8739294100300184,PORTSIDE DISTRIBUTION LLC,Approved,Michael Gott,Michael Gott,6/24/2022 10:35:56 AM,6/28/2022 12:44:41 PM,,6/24/2022 10:35:56 AM,6/24/2022 1:31:08 PM,,
,Restoration 1 Of East Baton Rouge,Pending,Angelo Abbatiello,SCORE - SUB OMNI,6/24/2022 10:34:34 AM,,,6/24/2022 10:34:34 AM,6/24/2022 11:03:42 AM,,
8739297750301257,Unlimited Electronic Fusion,Approved,Rebecca J,"HRSS - JJAMS, INC",6/24/2022 10:32:42 AM,6/29/2022 2:33:35 PM,,6/24/2022 10:32:42 AM,6/24/2022 10:32:44 AM,,
8739297750301258,Best Tech Core Revolution,Approved,Rebecca J,"HRSS - JJAMS, INC",6/24/2022 10:30:33 AM,6/29/2022 2:43:51 PM,,6/24/2022 10:30:33 AM,6/24/2022 10:30:35 AM,,
8739297750301256,Advanced Digital Electronic Solutions,Approved,Rebecca J,"HRSS - JJAMS, INC",6/24/2022 10:27:45 AM,6/29/2022 1:10:38 PM,,6/24/2022 10:27:45 AM,6/24/2022 10:30:47 AM,,
,Godwin Brothers,Draft,KC Cook,"Dime Payments, LLC",6/24/2022 10:19:41 AM,,,6/24/2022 10:19:41 AM,,,
8739299330302124,TACOS GOYO,Approved,Tammy Wilson,Tammy Wilson,6/24/2022 10:05:23 AM,6/24/2022 12:57:50 PM,,6/24/2022 10:05:23 AM,6/24/2022 11:43:12 AM,,
8739296920300875,HANDICRAFT CLEANERS,Approved,Dave Humphrey,Bryte Payment Solutions,6/24/2022 10:02:09 AM,6/24/2022 3:09:38 PM,,6/24/2022 10:02:09 AM,6/24/2022 10:11:56 AM,,
554402000691501,Farmers Furniture 276,Closed,Mike Haskett (retention),Farmers Furniture,6/24/2022 9:54:21 AM,6/24/2022 5:37:05 PM,,6/24/2022 9:54:21 AM,6/24/2022 10:12:36 AM,6/30/2022 9:40:17 AM,
56310000007695,TOP NOTCH CUSTOMS,Approved,Robby Richardson,Robby Richardson,6/24/2022 9:46:09 AM,6/24/2022 2:59:20 PM,,6/24/2022 9:46:09 AM,6/24/2022 10:34:39 AM,,
,Anh Viet USA,Pending,Thao Ngo,388- Thao Ngo- 9488,6/24/2022 9:46:07 AM,,,6/24/2022 9:46:07 AM,6/24/2022 11:57:11 AM,,
554402050038868,OAKTON LIQUORS,Approved,Luis Aguilar,Luis Aguilar,6/24/2022 9:37:51 AM,6/24/2022 4:31:32 PM,,6/24/2022 9:37:51 AM,6/24/2022 11:46:09 AM,,
8739299330302131,BUTTERFIELD TRAIL MERCANTILE LLC,Approved,Ricky Hoffman,Ricky Hoffman - Carbon TM,6/24/2022 8:59:23 AM,6/24/2022 7:02:31 PM,,6/24/2022 8:59:23 AM,6/24/2022 11:36:19 AM,,
554402000691436,New Star - Ansborough,Approved,Shan Abassi,Shan/Mian,6/24/2022 12:42:43 AM,6/24/2022 3:22:46 PM,,6/24/2022 12:42:43 AM,6/24/2022 9:18:34 AM,,
554402000691428,New Star - Raymond,Approved,Shan Abassi,Shan/Mian,6/24/2022 12:39:51 AM,6/24/2022 3:07:46 PM,,6/24/2022 12:39:52 AM,6/24/2022 9:17:50 AM,,
,Suncoast Cammunition Centre,Declined,Tim Reynolds,HRSS - Swoonlight,6/23/2022 9:24:43 PM,,,6/23/2022 9:24:43 PM,6/23/2022 9:26:50 PM,6/29/2022 11:52:57 AM,
,Particular Air Ventures Retailers,Declined,Tim Reynolds,HRSS - Swoonlight,6/23/2022 9:19:38 PM,,,6/23/2022 9:19:38 PM,6/23/2022 9:22:18 PM,6/29/2022 11:51:59 AM,
,Cyrokinetic Thermal Equipments,Declined,Tim Reynolds,HRSS - Swoonlight,6/23/2022 9:10:51 PM,,,6/23/2022 9:10:51 PM,6/23/2022 9:14:04 PM,6/29/2022 11:53:37 AM,
56310000007689,La Maria Mexican Restaurant 2,Approved,Robert Zamora,Houston Financial Services,6/23/2022 9:08:02 PM,6/24/2022 3:11:58 AM,,6/23/2022 9:08:02 PM,6/23/2022 9:15:58 PM,,
,Restoration Builders of Colorado,Pending,Les Dolberry,Les Dolberry 25,6/23/2022 9:07:00 PM,,,6/23/2022 9:07:01 PM,6/27/2022 4:02:32 PM,,
554402030011779,REGAL NAILS SALON & SPA - 1654,Approved,Dan Nguyen,Dan Nguyen (DK Mobility),6/23/2022 8:02:51 PM,6/24/2022 4:31:39 PM,,6/23/2022 8:02:51 PM,6/24/2022 6:37:54 AM,,
,GreenEarthSho8888103308,Declined,Paul Quach,BRANDON RODRIGUEZ,6/23/2022 7:46:43 PM,,,6/23/2022 7:46:43 PM,6/23/2022 7:50:55 PM,6/28/2022 10:23:07 AM,
,True Digital Insight Now,Pending,Rebecca J,"HRSS - JJAMS, INC",6/23/2022 7:46:14 PM,,,6/23/2022 7:46:14 PM,6/23/2022 7:46:16 PM,,
,Total Digital Fusion Labs,Pending,Rebecca J,"HRSS - JJAMS, INC",6/23/2022 7:43:10 PM,,,6/23/2022 7:43:10 PM,6/23/2022 7:43:12 PM,,
